id_fonction; catalytic activity; keywords_biological_process; keywords_molecular_function; keywords_cellular_component
FU42098; None; None; None; None
FU42099; None; None; None; None
FU42100; None; None; None; None
FU42101; None; None; None; Membrane
FU42102; None; None; Monooxygenase, Oxidoreductase; None
FU42103; None; None; None; None
FU42104; None; None; None; None
FU42105; None; None; None; Membrane
FU42106; None; None; None; Membrane
FU42107; None; None; None; Membrane
FU42108; None; None; None; None
FU42109; None; None; Monooxygenase, Oxidoreductase; Membrane
FU42110; Release of N-terminal amino acids, preferentially methionine, from peptides and arylamides.; None; Aminopeptidase, Hydrolase, Protease; None
FU42111; None; None; None; Membrane
FU42112; None; None; None; None
FU42113; None; None; None; Membrane
FU42114; None; None; None; None
FU42115; None; None; None; Membrane
FU42116; None; None; None; Membrane
FU42117; None; None; None; None
FU42118; None; None; None; None
FU42119; None; None; None; None
FU42120; None; None; None; None
FU42121; None; None; None; None
FU42122; None; None; None; None
FU42123; None; None; None; None
FU42124; None; None; None; None
FU42125; None; None; None; None
FU42126; None; None; None; None
FU42127; None; None; None; None
FU42128; None; None; None; None
FU42129; None; None; Hydrolase; None
FU42130; None; None; Hydrolase; None
FU42131; None; None; None; Membrane
FU42132; None; None; None; None
FU42133; None; Lipid degradation, Lipid metabolism; Hydrolase; None
FU42134; None; None; None; Membrane
FU42135; None; None; None; None
FU42136; None; None; None; None
FU42137; None; None; Transferase; None
FU42138; None; None; Hydrolase, Protease, Serine protease; None
FU42139; None; None; Kinase, Receptor, Transferase; Membrane
FU42140; None; None; None; None
FU42141; None; None; None; None
FU42142; Pectin + n H(2)O = n methanol + pectate.; None; Aspartyl esterase, Hydrolase; None
FU42143; None; None; None; None
FU42144; None; None; None; Membrane
FU42145; 2 phenolic donor + H(2)O(2) = 2 phenoxyl radical of the donor + 2 H(2)O.; None; Oxidoreductase, Peroxidase; None
FU42146; None; None; None; None
FU42147; None; None; None; Nucleus
FU42148; None; None; None; None
FU42149; None; None; None; None
FU42150; None; None; Nucleotidyltransferase, RNA-directed DNA polymerase, Transferase; None
FU42151; None; None; None; Membrane
FU42152; None; None; None; Membrane
FU42153; None; None; None; None
FU42154; None; None; None; Membrane
FU42155; None; None; None; None
FU42156; None; None; None; Membrane
FU42157; None; None; None; None
FU42158; None; None; None; Membrane
FU42159; None; None; None; Membrane
FU42160; None; None; None; None
FU42161; None; None; Monooxygenase, Oxidoreductase; None
FU42162; None; None; None; None
FU42163; None; None; None; None
FU42164; None; None; None; None
FU42165; None; None; None; None
FU42166; None; None; None; Membrane
FU42167; None; None; None; Membrane
FU42168; None; None; Motor protein, Myosin; None
FU42169; None; None; None; None
FU42170; None; None; None; None
FU42171; None; None; None; None
FU42172; None; None; None; None
FU42173; None; None; None; None
FU42174; None; None; None; Nucleus
FU42175; None; None; None; None
FU42176; None; None; None; None
FU42177; None; None; None; None
FU42178; None; None; None; None
FU42179; None; None; None; None
FU42180; None; None; None; None
FU42181; None; None; None; None
FU42182; None; None; None; None
FU42183; None; None; None; None
FU42184; None; None; None; None
FU42185; None; None; None; None
FU42186; None; None; None; Membrane
FU42187; None; None; None; None
FU42188; None; None; None; None
FU42189; None; None; None; Membrane
FU42190; None; None; None; None
FU42191; None; None; None; Membrane
FU42192; None; None; None; None
FU42193; None; None; None; None
FU42194; None; None; None; None
FU42195; None; None; None; None
FU42196; None; None; None; None
FU42197; None; None; Hydrolase; Membrane
FU42198; None; None; None; None
FU42199; None; None; None; None
FU42200; None; None; None; Membrane
FU42201; None; None; None; Membrane
FU42202; None; None; None; None
FU42203; None; None; None; None
FU42204; None; None; None; None
FU42205; None; None; None; None
FU42206; None; None; Hydrolase, Protease; None
FU42207; None; None; Motor protein; Microtubule
FU42208; None; Transcription, Transcription regulation; None; Nucleus
FU42209; None; None; None; None
FU42210; None; None; None; None
FU42211; None; None; Glycosidase, Hydrolase; Membrane
FU42212; None; None; None; Membrane
FU42213; None; None; None; Membrane
FU42214; None; None; None; Membrane
FU42215; None; None; None; None
FU42216; None; None; None; None
FU42217; None; None; None; Membrane
FU42218; None; None; None; None
FU42219; NADH + ubiquinone + 5 H(+)(In) = NAD(+) + ubiquinol + 4 H(+)(Out).; None; Oxidoreductase; Membrane, Mitochondrion
FU42220; None; None; None; None
FU42221; None; None; None; None
FU42222; None; None; None; None
FU42223; None; None; Isomerase; None
FU42224; None; None; None; None
FU42225; None; None; None; Membrane
FU42226; None; None; None; None
FU42227; None; None; None; None
FU42228; None; None; None; None
FU42229; Alpha-D-glucose = beta-D-glucose.; Carbohydrate metabolism; Isomerase; None
FU42230; None; None; None; Membrane
FU42231; None; None; None; Membrane
FU42232; None; None; None; None
FU42233; None; None; None; None
FU42234; None; Protein biosynthesis; Initiation factor; None
FU42235; None; None; None; None
FU42236; 4 Fe(2+) + 4 H(+) + O(2) = 4 Fe(3+) + 2 H(2)O.; Iron storage; Oxidoreductase; None
FU42237; None; None; None; None
FU42238; None; None; Monooxygenase, Oxidoreductase; Membrane
FU42239; None; None; None; Membrane
FU42240; None; None; None; None
FU42241; None; None; None; None
FU42242; None; None; None; None
FU42243; None; None; None; None
FU42244; None; None; None; Membrane
FU42245; None; None; None; None
FU42246; None; None; None; Membrane
FU42247; None; None; None; Membrane
FU42248; None; None; None; Membrane
FU42249; None; None; None; None
FU42250; None; None; None; None
FU42251; None; None; None; None
FU42252; None; None; None; None
FU42253; None; None; None; None
FU42254; None; None; None; None
FU42255; None; None; None; Membrane
FU42256; Release of N-terminal amino acids, preferentially methionine, from peptides and arylamides.; None; Aminopeptidase, Hydrolase, Protease; None
FU42257; None; None; None; Membrane
FU42258; None; None; None; None
FU42259; None; None; None; None
FU42260; None; None; None; Nucleus
FU42261; None; None; None; None
FU42262; None; None; None; None
FU42263; None; None; None; Membrane
FU42264; None; None; None; Membrane
FU42265; None; None; None; Membrane
FU42266; None; None; None; None
FU42267; None; None; Aminotransferase, Transferase; None
FU42268; None; None; Oxidoreductase; None
FU42269; None; Electron transport, Respiratory chain, Transport; None; Membrane, Mitochondrion, Mitochondrion inner membrane
FU42270; None; None; None; Membrane
FU42271; None; None; None; None
FU42272; None; None; None; None
FU42273; None; None; None; None
FU42274; None; None; None; None
FU42275; None; None; None; None
FU42276; None; None; None; None
FU42277; None; None; None; None
FU42278; None; None; None; None
FU42279; None; None; None; None
FU42280; None; None; None; Nucleus
FU42281; None; None; None; None
FU42282; None; None; None; None
FU42283; None; None; None; None
FU42284; None; None; None; None
FU42285; None; None; None; None
FU42286; None; None; None; None
FU42287; None; None; None; None
FU42288; None; None; None; None
FU42289; None; None; None; None
FU42290; None; None; None; None
FU42291; L-threonine = 2-oxobutanoate + NH(3).; Amino-acid biosynthesis, Branched-chain amino acid biosynthesis, Isoleucine biosynthesis; Lyase; None
FU42292; None; None; None; None
FU42293; None; None; None; None
FU42294; None; None; None; Membrane
FU42295; None; None; None; None
FU42296; None; None; None; Membrane
FU42297; None; None; None; Membrane
FU42298; None; None; None; Membrane
FU42299; 2 phenolic donor + H(2)O(2) = 2 phenoxyl radical of the donor + 2 H(2)O.; None; Oxidoreductase, Peroxidase; Membrane
FU42300; None; None; None; None
FU42301; None; None; None; Membrane
FU42302; None; Transcription, Transcription regulation; None; Nucleus
FU42303; None; None; None; None
FU42304; None; None; None; None
FU42305; None; None; None; None
FU42306; None; None; None; None
FU42307; None; None; None; Membrane
FU42308; None; None; None; None
FU42309; None; None; None; Membrane
FU42310; None; None; None; None
FU42311; None; None; None; None
FU42312; None; None; None; Membrane
FU42313; None; None; None; None
FU42314; None; None; None; Membrane
FU42315; None; None; None; Membrane
FU42316; None; None; None; None
FU42317; None; None; None; None
FU42318; None; None; None; None
FU42319; None; None; None; None
FU42320; None; None; None; Membrane
FU42321; None; None; None; Membrane
FU42322; None; None; None; Membrane
FU42323; ((1->4)-alpha-D-glucosyl)(n) + phosphate = ((1->4)-alpha-D-glucosyl)(n-1) + alpha-D-glucose 1-phosphate.; Carbohydrate metabolism; Glycosyltransferase, Transferase; None
FU42324; None; None; None; Membrane, Nucleus
FU42325; None; None; None; None
FU42326; None; None; None; None
FU42327; None; None; None; Membrane
FU42328; None; None; None; None
FU42329; None; None; None; Membrane
FU42330; None; None; None; None
FU42331; None; None; None; Membrane
FU42332; None; None; None; None
FU42333; None; None; None; None
FU42334; None; None; None; None
FU42335; ATP + a protein = ADP + a phosphoprotein.; None; Kinase, Serine/threonine-protein kinase, Transferase; None
FU42336; None; None; None; None
FU42337; None; None; Kinase, Serine/threonine-protein kinase, Transferase; None
FU42338; None; None; Glycosidase, Hydrolase; None
FU42339; None; None; None; None
FU42340; None; None; None; None
FU42341; None; None; None; Membrane
FU42342; None; None; None; None
FU42343; None; None; None; None
FU42344; None; None; None; None
FU42345; None; None; Glycosyltransferase, Transferase; None
FU42346; None; None; None; Membrane
FU42347; None; None; None; None
FU42348; None; None; None; Membrane
FU42349; None; None; None; None
FU42350; None; None; None; Membrane
FU42351; None; None; None; Membrane
FU42352; None; None; None; Membrane
FU42353; None; None; Acyltransferase, Transferase; Membrane
FU42354; None; None; None; None
FU42355; None; None; None; None
FU42356; None; None; None; None
FU42357; None; None; None; None
FU42358; None; None; None; None
FU42359; None; None; None; None
FU42360; None; None; None; None
FU42361; None; None; Helicase, Hydrolase; None
FU42362; None; None; Receptor; Membrane
FU42363; None; None; None; None
FU42364; None; None; Monooxygenase, Oxidoreductase; None
FU42365; None; None; Aminotransferase, Transferase; None
FU42366; None; None; None; None
FU42367; None; None; None; None
FU42368; None; None; None; None
FU42369; None; None; None; None
FU42370; None; None; None; None
FU42371; None; None; None; Membrane
FU42372; None; None; None; None
FU42373; None; None; None; None
FU42374; None; None; Oxidoreductase; Membrane
FU42375; None; None; None; Membrane
FU42376; None; Antiport, Ion transport, Sodium transport, Transport; None; Membrane
FU42377; None; None; None; None
FU42378; None; None; None; None
FU42379; None; None; None; None
FU42380; None; None; None; None
FU42381; None; None; None; None
FU42382; None; Ion transport, Transport; Ion channel, Ligand-gated ion channel, Receptor; Membrane
FU42383; None; rRNA processing; Methyltransferase, Transferase; None
FU42384; None; None; None; Membrane
FU42385; None; None; None; Membrane
FU42386; None; None; None; None
FU42387; None; None; None; None
FU42388; None; None; None; None
FU42389; None; None; None; Membrane
FU42390; None; None; None; None
FU42391; None; None; None; None
FU42392; None; None; None; None
FU42393; None; None; Glycosyltransferase, Transferase; None
FU42394; None; None; None; Membrane
FU42395; None; Transcription, Transcription regulation; None; None
FU42396; None; None; None; None
FU42397; None; None; None; Membrane
FU42398; None; None; Oxidoreductase; None
FU42399; None; None; None; Membrane
FU42400; None; None; None; None
FU42401; None; None; Monooxygenase, Oxidoreductase; Membrane
FU42402; None; None; None; None
FU42403; None; None; None; None
FU42404; None; None; None; None
FU42405; None; None; None; None
FU42406; None; None; None; Membrane
FU42407; None; None; None; None
FU42408; None; None; None; None
FU42409; None; None; None; Membrane
FU42410; None; None; None; None
FU42411; None; None; None; None
FU42412; None; None; None; None
FU42413; None; None; None; Nucleus
FU42414; None; None; None; None
FU42415; None; None; Kinase, Receptor, Serine/threonine-protein kinase, Transferase; Membrane
FU42416; None; None; None; None
FU42417; None; None; None; Membrane
FU42418; None; None; None; Membrane
FU42419; None; None; None; Membrane
FU42420; None; None; None; Membrane
FU42421; None; None; None; None
FU42422; None; None; None; None
FU42423; None; None; None; None
FU42424; None; None; None; None
FU42425; None; None; None; None
FU42426; None; None; None; Membrane
FU42427; None; None; None; Membrane
FU42428; None; None; None; None
FU42429; None; None; None; None
FU42430; None; None; None; None
FU42431; None; None; None; None
FU42432; None; None; None; None
FU42433; None; None; None; None
FU42434; None; None; None; None
FU42435; None; None; None; None
FU42436; None; None; None; None
FU42437; None; None; None; None
FU42438; None; None; None; Membrane
FU42439; None; None; None; None
FU42440; None; rRNA processing; Methyltransferase, Transferase; None
FU42441; None; None; None; None
FU42442; None; None; None; None
FU42443; None; None; None; None
FU42444; None; None; None; None
FU42445; None; None; None; Membrane
FU42446; None; None; None; None
FU42447; None; None; None; Membrane
FU42448; None; None; Kinase, Serine/threonine-protein kinase, Transferase; Membrane
FU42449; None; None; Kinase, Serine/threonine-protein kinase, Transferase; Membrane
FU42450; None; None; None; Membrane
FU42451; None; None; None; None
FU42452; None; None; None; None
FU42453; None; None; None; None
FU42454; None; None; Kinase, Serine/threonine-protein kinase, Transferase; Membrane
FU42455; None; None; None; None
FU42456; None; None; None; None
FU42457; None; None; None; None
FU42458; None; None; None; None
FU42459; None; None; None; Membrane
FU42460; None; None; None; Membrane
FU42461; None; None; None; None
FU42462; None; None; None; None
FU42463; None; None; None; None
FU42464; None; None; Oxidoreductase; Membrane
FU42465; None; None; None; None
FU42466; None; None; None; None
FU42467; None; None; None; None
FU42468; None; None; None; Membrane
FU42469; None; None; None; None
FU42470; None; None; None; None
FU42471; None; None; None; None
FU42472; None; None; None; None
FU42473; None; None; Monooxygenase, Oxidoreductase; Membrane
FU42474; None; None; Kinase, Serine/threonine-protein kinase, Transferase; Membrane
FU42475; None; None; None; Membrane
FU42476; None; None; None; Membrane
FU42477; None; None; None; None
FU42478; None; None; None; None
FU42479; None; None; None; None
FU42480; None; None; None; None
FU42481; None; None; None; None
FU42482; None; None; None; Cytoplasm, Cytoskeleton, Microtubule
FU42483; None; None; None; None
FU42484; None; None; None; None
FU42485; None; None; None; Membrane
FU42486; None; None; None; Membrane
FU42487; None; None; Oxidoreductase; None
FU42488; None; None; Kinase, Receptor, Transferase; Membrane
FU42489; None; None; None; None
FU42490; None; Transcription, Transcription regulation; None; Nucleus
FU42491; None; None; None; Membrane
FU42492; None; None; None; Membrane
FU42493; None; None; None; None
FU42494; None; None; None; None
FU42495; None; None; None; Membrane
FU42496; None; None; None; None
FU42497; None; None; None; Membrane
FU42498; None; None; None; None
FU42499; None; None; None; None
FU42500; None; None; None; None
FU42501; None; None; None; None
FU42502; None; None; None; None
FU42503; None; None; None; None
FU42504; None; None; None; Membrane, Secreted
FU42505; None; None; None; None
FU42506; None; None; None; None
FU42507; None; None; None; None
FU42508; None; None; None; Membrane
FU42509; None; None; None; Membrane
FU42510; None; None; None; None
FU42511; None; None; Ribonucleoprotein, Ribosomal protein; None
FU42512; None; None; None; None
FU42513; None; None; None; None
FU42514; None; None; None; None
FU42515; None; None; None; Membrane
FU42516; None; None; None; None
FU42517; None; None; None; None
FU42518; None; Protein biosynthesis; Initiation factor, Kinase, Transferase; None
FU42519; None; None; None; Membrane
FU42520; None; None; Hydrolase, Protease, Serine protease; None
FU42521; None; None; Kinase, Serine/threonine-protein kinase, Transferase; Membrane
FU42522; None; None; None; Membrane
FU42523; None; None; None; Membrane
FU42524; None; None; None; None
FU42525; None; None; None; None
FU42526; None; Cell wall biogenesis/degradation; Glycosyltransferase, Transferase; Golgi apparatus
FU42527; None; None; None; None
FU42528; None; None; None; None
FU42529; None; None; None; None
FU42530; None; None; None; None
FU42531; None; None; None; Membrane
FU42532; None; None; None; None
FU42533; None; None; None; None
FU42534; None; None; None; None
FU42535; None; None; None; None
FU42536; None; None; None; Nucleus
FU42537; None; None; None; None
FU42538; None; None; None; None
FU42539; None; None; None; None
FU42540; None; None; None; None
FU42541; None; None; None; None
FU42542; None; None; None; Membrane
FU42543; None; None; None; Membrane
FU42544; None; None; None; None
FU42545; None; None; None; None
FU42546; None; None; None; None
FU42547; None; None; None; None
FU42548; None; None; None; Membrane
FU42549; None; None; None; None
FU42550; None; None; None; None
FU42551; None; None; None; None
FU42552; ATP-dependent breakage, passage and rejoining of double-stranded DNA.; None; Isomerase, Topoisomerase; None
FU42553; None; None; Glycosyltransferase, Transferase; None
FU42554; None; None; Kinase, Transferase; None
FU42555; None; None; None; None
FU42556; None; None; Monooxygenase, Oxidoreductase; None
FU42557; None; None; None; None
FU42558; None; None; Oxidoreductase; None
FU42559; None; None; None; Membrane
FU42560; None; None; None; None
FU42561; None; None; None; None
FU42562; None; None; None; None
FU42563; None; None; None; None
FU42564; None; None; None; None
FU42565; None; None; Monooxygenase, Oxidoreductase; None
FU42566; None; None; None; Membrane
FU42567; None; None; None; None
FU42568; None; None; None; None
FU42569; None; None; None; None
FU42570; None; None; None; None
FU42571; None; None; None; None
FU42572; None; None; None; Membrane
FU42573; None; None; None; Membrane
FU42574; None; None; None; None
FU42575; None; None; None; None
FU42576; None; None; None; None
FU42577; None; None; None; None
FU42578; None; None; None; None
FU42579; None; None; None; None
FU42580; None; None; None; None
FU42581; None; Protein transport, Translocation, Transport; None; None
FU42582; None; None; Nucleotidyltransferase, RNA-directed DNA polymerase, Transferase; None
FU42583; None; None; None; None
FU42584; None; None; None; None
FU42585; None; None; None; None
FU42586; None; None; None; None
FU42587; None; None; None; None
FU42588; None; None; None; Membrane
FU42589; None; None; None; None
FU42590; None; None; None; None
FU42591; None; None; None; Membrane
FU42592; None; None; None; None
FU42593; None; None; None; None
FU42594; None; None; None; None
FU42595; None; None; None; None
FU42596; None; None; None; None
FU42597; None; None; None; None
FU42598; None; None; None; None
FU42599; None; None; None; None
FU42600; None; None; Kinase, Receptor, Transferase; Membrane
FU42601; None; None; None; Membrane
FU42602; None; None; None; Membrane
FU42603; None; None; Hydrolase; None
FU42604; None; None; None; None
FU42605; None; None; None; None
FU42606; None; None; None; None
FU42607; None; None; None; None
FU42608; None; None; None; None
FU42609; None; None; None; Membrane
FU42610; None; None; None; None
FU42611; None; None; Monooxygenase, Oxidoreductase; None
FU42612; None; None; None; None
FU42613; None; None; None; None
FU42614; None; None; None; None
FU42615; None; None; None; Membrane
FU42616; None; None; None; None
FU42617; None; None; None; None
FU42618; None; None; None; None
FU42619; None; None; None; None
FU42620; None; None; None; None
FU42621; None; None; None; None
FU42622; None; None; None; None
FU42623; None; None; Nucleotidyltransferase, RNA-directed DNA polymerase, Transferase; None
FU42624; None; None; None; None
FU42625; None; None; None; None
FU42626; None; None; None; Membrane
FU42627; None; None; None; None
FU42628; None; None; None; Membrane
FU42629; None; None; None; Membrane
FU42630; None; None; None; None
FU42631; None; None; None; Membrane
FU42632; None; None; None; Membrane
FU42633; None; Ubl conjugation pathway; Ligase; None
FU42634; None; None; Oxidoreductase; None
FU42635; None; None; None; None
FU42636; None; None; None; None
FU42637; None; None; None; None
FU42638; None; None; None; None
FU42639; None; None; None; None
FU42640; None; None; None; None
FU42641; None; None; None; None
FU42642; None; None; None; None
FU42643; None; None; None; None
FU42644; None; None; Aminotransferase, Transferase; None
FU42645; None; None; Glycosyltransferase, Transferase; None
FU42646; None; None; None; None
FU42647; None; None; None; None
FU42648; None; None; None; None
FU42649; None; None; None; Membrane
FU42650; None; None; None; None
FU42651; None; None; None; None
FU42652; None; None; None; Membrane
FU42653; None; None; None; None
FU42654; None; None; None; Membrane
FU42655; None; None; None; None
FU42656; None; None; None; None
FU42657; None; None; None; None
FU42658; None; None; None; None
FU42659; None; None; None; None
FU42660; None; None; None; None
FU42661; None; None; None; None
FU42662; None; None; None; None
FU42663; None; None; None; Membrane
FU42664; None; None; None; None
FU42665; None; None; None; None
FU42666; None; None; None; Membrane
FU42667; None; None; Aminotransferase, Transferase; None
FU42668; None; None; None; Membrane
FU42669; None; None; None; Membrane
FU42670; None; None; None; Membrane
FU42671; None; None; None; None
FU42672; None; None; None; None
FU42673; None; None; None; None
FU42674; None; None; None; None
FU42675; None; None; None; Membrane
FU42676; None; None; None; None
FU42677; None; None; Glycosyltransferase, Transferase; None
FU42678; None; None; Glycosyltransferase, Transferase; None
FU42679; None; None; None; None
FU42680; None; None; None; None
FU42681; None; None; None; Membrane
FU42682; None; None; None; Membrane
FU42683; None; None; None; None
FU42684; None; None; Ribonucleoprotein, Ribosomal protein; None
FU42685; None; None; None; Membrane
FU42686; None; None; None; None
FU42687; None; None; None; Membrane
FU42688; None; None; None; Membrane
FU42689; ATP + pyruvate = ADP + phosphoenolpyruvate.; Glycolysis; Kinase, Transferase; None
FU42690; None; None; Hydrolase, Protease, Thiol protease; None
FU42691; None; None; None; Membrane
FU42692; None; None; None; None
FU42693; None; None; None; None
FU42694; None; None; None; None
FU42695; None; None; None; None
FU42696; None; None; Antimicrobial, Fungicide; None
FU42697; None; None; None; None
FU42698; None; None; None; Membrane
FU42699; None; Transcription, Transcription regulation; None; Nucleus
FU42700; None; None; None; None
FU42701; None; None; None; None
FU42702; None; None; None; None
FU42703; None; None; None; None
FU42704; None; None; None; None
FU42705; None; None; None; None
FU42706; None; None; None; Membrane
FU42707; None; None; None; Membrane
FU42708; None; None; None; Membrane
FU42709; None; None; Kinase, Receptor, Transferase; None
FU42710; None; None; None; Membrane
FU42711; None; None; None; None
FU42712; None; None; Helicase, Hydrolase; None
FU42713; None; None; None; None
FU42714; None; None; Kinase, Serine/threonine-protein kinase, Transferase; Membrane
FU42715; None; None; None; Membrane
FU42716; None; None; None; None
FU42717; None; None; None; None
FU42718; None; None; None; None
FU42719; None; None; None; Nucleus
FU42720; None; None; None; None
FU42721; None; None; None; Nucleus
FU42722; None; None; None; None
FU42723; None; None; Kinase, Transferase; None
FU42724; None; None; None; None
FU42725; None; None; Kinase, Serine/threonine-protein kinase, Transferase; None
FU42726; None; None; None; None
FU42727; None; None; None; Membrane
FU42728; None; None; None; Membrane
FU42729; None; None; None; None
FU42730; None; None; None; None
FU42731; None; None; None; Membrane
FU42732; None; None; None; Membrane
FU42733; None; None; None; None
FU42734; None; None; None; Membrane
FU42735; None; None; None; None
FU42736; None; None; None; None
FU42737; None; None; None; None
FU42738; None; None; None; None
FU42739; None; None; None; None
FU42740; None; None; None; None
FU42741; None; None; None; None
FU42742; None; None; None; None
FU42743; None; None; None; None
FU42744; None; None; None; None
FU42745; None; None; None; None
FU42746; None; None; None; None
FU42747; None; None; None; Membrane
FU42748; None; None; None; None
FU42749; None; None; None; None
FU42750; None; None; None; None
FU42751; None; None; None; None
FU42752; None; None; None; None
FU42753; None; None; None; None
FU42754; None; None; None; None
FU42755; None; None; None; None
FU42756; None; None; None; None
FU42757; None; None; None; None
FU42758; None; None; None; None
FU42759; None; Ubl conjugation pathway; Ligase; None
FU42760; None; None; None; Membrane
FU42761; None; None; None; Membrane
FU42762; None; None; None; None
FU42763; None; None; None; None
FU42764; None; None; None; Membrane
FU42765; None; None; None; None
FU42766; None; None; None; Nucleus
FU42767; None; None; None; None
FU42768; None; None; None; Membrane
FU42769; None; None; None; Membrane
FU42770; None; None; None; Membrane
FU42771; None; None; None; None
FU42772; None; None; None; None
FU42773; None; None; None; None
FU42774; None; None; None; None
FU42775; None; None; None; None
FU42776; None; None; None; Membrane
FU42777; None; None; Glycosyltransferase, Transferase; None
FU42778; None; None; None; None
FU42779; None; None; None; None
FU42780; None; None; None; None
FU42781; None; None; None; Membrane
FU42782; None; None; None; None
FU42783; None; None; None; None
FU42784; None; None; None; None
FU42785; None; None; None; None
FU42786; None; Transcription, Transcription regulation; None; Nucleus
FU42787; None; None; None; None
FU42788; None; None; None; None
FU42789; None; None; None; None
FU42790; None; Cell wall biogenesis/degradation; Glycosidase, Hydrolase; Secreted
FU42791; None; None; None; None
FU42792; None; None; None; None
FU42793; None; None; None; None
FU42794; None; None; None; None
FU42795; None; None; None; Membrane
FU42796; None; None; None; None
FU42797; None; None; None; Membrane
FU42798; None; None; None; None
FU42799; None; None; None; Membrane
FU42800; None; None; None; Membrane
FU42801; None; None; None; Membrane
FU42802; None; None; None; None
FU42803; None; None; None; None
FU42804; None; None; None; Membrane
FU42805; None; None; None; Membrane
FU42806; None; None; None; None
FU42807; None; None; None; Membrane
FU42808; None; None; None; None
FU42809; None; None; Kinase, Serine/threonine-protein kinase, Transferase; None
FU42810; None; None; None; None
FU42811; None; None; None; None
FU42812; None; None; None; None
FU42813; None; None; None; None
FU42814; None; None; None; None
FU42815; None; None; None; Membrane
FU42816; None; None; None; Membrane
FU42817; None; None; None; None
FU42818; None; None; None; None
FU42819; None; None; None; None
FU42820; None; None; None; None
FU42821; None; None; None; Membrane
FU42822; None; None; None; None
FU42823; None; None; Kinase, Receptor, Transferase; Membrane
FU42824; None; None; None; None
FU42825; None; None; None; None
FU42826; None; None; None; None
FU42827; None; None; None; None
FU42828; Cleavage of hydrophobic, N-terminal signal or leader sequences from secreted and periplasmic proteins.; None; Hydrolase, Protease; Membrane
FU42829; None; None; None; None
FU42830; None; None; None; None
FU42831; None; None; None; None
FU42832; None; None; None; None
FU42833; None; None; None; Membrane
FU42834; None; None; None; None
FU42835; None; None; None; Membrane
FU42836; None; None; None; None
FU42837; None; None; None; Membrane
FU42838; None; None; None; None
FU42839; None; None; None; None
FU42840; None; None; None; None
FU42841; None; None; Transferase; None
FU42842; None; None; None; Membrane
FU42843; None; None; None; None
FU42844; None; None; None; None
FU42845; None; None; None; None
FU42846; None; None; None; Membrane
FU42847; None; None; None; Membrane
FU42848; None; None; None; None
FU42849; None; None; None; Membrane
FU42850; None; None; None; None
FU42851; None; None; None; Membrane
FU42852; None; None; None; None
FU42853; None; None; None; None
FU42854; None; None; None; None
FU42855; None; None; None; Membrane
FU42856; None; None; None; None
FU42857; None; None; None; None
FU42858; None; None; None; Membrane
FU42859; None; None; None; None
FU42860; None; None; None; None
FU42861; None; None; None; Membrane
FU42862; None; None; None; Membrane
FU42863; None; None; None; None
FU42864; None; None; None; Membrane
FU42865; None; None; None; None
FU42866; None; None; None; Membrane
FU42867; None; None; None; None
FU42868; None; None; None; Membrane
FU42869; None; None; None; None
FU42870; None; None; None; None
FU42871; None; None; None; Membrane
FU42872; None; None; None; None
FU42873; None; None; None; None
FU42874; None; None; Glycosyltransferase, Transferase; None
FU42875; None; None; None; Membrane
FU42876; None; None; None; None
FU42877; None; None; None; None
FU42878; None; None; None; None
FU42879; None; None; None; None
FU42880; None; None; None; None
FU42881; None; None; None; None
FU42882; None; None; None; None
FU42883; None; None; None; None
FU42884; None; None; None; Membrane
FU42885; None; None; None; Membrane
FU42886; None; None; None; None
FU42887; None; None; None; None
FU42888; None; None; None; None
FU42889; None; None; None; None
FU42890; None; None; None; None
FU42891; None; None; None; None
FU42892; None; None; None; None
FU42893; None; None; None; Membrane
FU42894; None; None; None; None
FU42895; None; None; None; Membrane
FU42896; None; None; None; None
FU42897; None; None; None; Membrane
FU42898; None; None; None; None
FU42899; None; None; None; None
FU42900; None; None; None; Membrane
FU42901; None; None; None; None
FU42902; None; None; None; None
FU42903; None; None; None; None
FU42904; None; None; None; None
FU42905; None; None; None; None
FU42906; None; None; None; None
FU42907; None; None; None; None
FU42908; None; None; None; None
FU42909; None; None; None; None
FU42910; None; None; None; None
FU42911; None; None; None; None
FU42912; None; None; None; None
FU42913; None; None; None; None
FU42914; None; None; None; None
FU42915; None; None; None; Membrane
FU42916; None; None; Transferase; Membrane
FU42917; None; None; None; None
FU42918; None; None; None; None
FU42919; None; None; None; Membrane
FU42920; None; None; Aminoacyl-tRNA synthetase, Ligase; None
FU42921; None; None; Motor protein, Myosin; None
FU42922; None; None; Monooxygenase, Oxidoreductase; Membrane
FU42923; None; None; None; Membrane
FU42924; None; None; None; None
FU42925; None; Transcription, Transcription regulation; None; Nucleus
FU42926; None; None; None; Membrane
FU42927; None; None; None; Membrane
FU42928; None; None; None; None
FU42929; None; None; None; None
FU42930; None; None; None; None
FU42931; None; None; None; None
FU42932; None; None; None; Membrane
FU42933; None; None; None; None
FU42934; None; None; None; None
FU42935; None; None; None; None
FU42936; None; None; None; None
FU42937; None; None; None; None
FU42938; None; Transcription, Transcription regulation; None; Nucleus
FU42939; None; None; None; Membrane
FU42940; None; None; None; None
FU42941; None; rRNA processing; Methyltransferase, Transferase; None
FU42942; None; None; None; Membrane
FU42943; None; None; None; Membrane
FU42944; None; None; None; None
FU42945; None; None; None; Membrane
FU42946; None; None; None; None
FU42947; None; None; None; Membrane
FU42948; None; None; None; Membrane
